Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,201,Lowe's Cos,Retailing,United States,48280.0,2810,30920.0,34950.0
2009,166,Lowe's Cos,Retailing,United States,48230.0,2200,32690.0,23280.0
2010,158,Lowe's Cos,Retailing,United States,47220.0,1780,33010.0,34990.0
2011,199,Lowe's Cos,Retailing,United States,48816.0,2010.0,33699.0,36477.0
2012,219,Lowe's Cos,Retailing,United States,50209.0,1838.0,33559.0,37739.0
2013,223,Lowe's Cos,Retailing,United States,50521.0,1958.0,32666.0,43079.0
2014,221,Lowe's Cos,Retailing,United States,53416.0,2271.0,32732.0,50913.0
2015,210,Lowe's Cos,Retailing,United States,56223.0,2682.0,31827.0,71435.0
