Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2014,1625,Franshion Properties (China),Diversified Financials,Hong Kong,2671.0,545.0,15585.0,3071.0
2015,1502,Franshion Properties (China),Diversified Financials,Hong Kong,3810.0,682.9,17799.0,2831.0
2016,1577,Franshion Properties (China),Diversified Financials,Hong Kong,2970.0,488.8,20503.0,3096.0
