Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2019,1686,W.P. Carey,Diversified Financials,United States,902.0,392.0,14183.0,13031.0
2020,1999,W.P. Carey,Diversified Financials,United States,1246.0,305.2,14061.0,11341.0
2021,1829,W.P. Carey,Diversified Financials,United States,1218.0,455.4,14708.0,12731.0
