Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2012,1712,Aboitiz Equity Ventures,Diversified Financials,Philippines,1708.0,500.9,3988.0,6447.0
2013,1642,Aboitiz Equity Ventures,Conglomerates,Philippines,1642.0,483.4,4577.0,7791.0
2014,1725,Aboitiz Equity Ventures,Conglomerates,Philippines,1892.0,566.8,4630.0,7015.0
2016,1955,Aboitiz Equity Ventures,Conglomerates,Philippines,2444.0,388.3,7235.0,7739.0
2017,1793,Aboitiz Equity Ventures,Conglomerates,Philippines,2450.0,487.3,8118.0,8381.0
