Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2013,1291,Actavis,Drugs & Biotechnology,United States,5915.0,97.3,14104.0,11708.0
2014,858,Actavis,Drugs & Biotechnology,Ireland,8678.0,-750.4,22726.0,36508.0
2015,613,Actavis,Drugs & Biotechnology,Ireland,13062.0,-1630.5,52529.0,116676.0
