Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2016,1859,XPO Logistics,Transportation,United States,7623.0,-243.6,12643.0,3697.0
2017,1603,XPO Logistics,Transportation,United States,14619.0,63.3,11698.0,5271.0
2018,1127,XPO Logistics,Transportation,United States,16033.0,363.3,12961.0,13159.0
2019,1410,XPO Logistics,Transportation,United States,17279.0,393.0,12270.0,7210.0
2020,1402,XPO Logistics,Transportation,United States,16648.0,381.0,14128.0,6080.0
2021,1184,XPO Logistics,Transportation,United States,16252.0,91.0,16169.0,15313.0
