Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2012,957,Ralph Lauren,Consumer Durables,United States,6664.0,659.8,5326.0,16414.0
2013,970,Ralph Lauren,Consumer Durables,United States,6924.0,717.2,5489.0,15540.0
2014,990,Ralph Lauren,Consumer Durables,United States,7226.0,750.2,6060.0,14667.0
2015,1089,Ralph Lauren,Consumer Durables,United States,7602.0,731.0,6344.0,12034.0
2016,1309,Ralph Lauren,Consumer Durables,United States,7419.0,479.0,6341.0,7897.0
2019,1676,Ralph Lauren,Retailing,United States,6337.0,441.0,6092.0,10310.0
2020,1810,Ralph Lauren,Retailing,United States,6391.0,664.9,7446.0,5442.0
