Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2009,1738,Health Care REIT,Diversified Financials,United States,550.0,290,6190.0,3410.0
2010,1973,Health Care REIT,Diversified Financials,United States,570.0,190,6370.0,5280.0
2011,1751,Health Care REIT,Real Estate,United States,681.0,128.5,9452.0,9172.0
2012,1442,Health Care REIT,Real Estate,United States,1421.0,217.6,14925.0,11673.0
2013,1144,Health Care REIT,Real Estate,United States,1822.0,297.3,19549.0,17095.0
2014,1264,Health Care REIT,Real Estate,United States,2880.0,95.9,23084.0,17301.0
2015,910,Health Care REIT,Real Estate,United States,3341.0,512.2,25014.0,27812.0
