Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1327,Consol Energy,Materials,United States,3760.0,270,6210.0,13870.0
2009,1079,Consol Energy,Materials,United States,4650.0,440,7370.0,4920.0
2010,925,Consol Energy,Materials,United States,4620.0,540,7730.0,9470.0
2011,1015,Consol Energy,Diversified Metals & Mining,United States,5236.0,346.8,12071.0,10997.0
2012,1006,Consol Energy,Diversified Metals & Mining,United States,5964.0,632.5,12526.0,7733.0
2013,1271,Consol Energy,Diversified Metals & Mining,United States,5430.0,388.5,12671.0,7736.0
