Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2012,1648,Burberry Group,Consumer Durables,United Kingdom,2406.0,334.0,2074.0,10800.0
2013,1571,Burberry Group,Consumer Durables,United Kingdom,2976.0,422.0,2439.0,9700.0
2014,1614,Burberry Group,Consumer Durables,United Kingdom,3351.0,439.9,2850.0,10243.0
2015,1561,Burberry Group,Consumer Durables,United Kingdom,3972.0,520.5,3081.0,11398.0
2016,1665,Burberry Group,Consumer Durables,United Kingdom,3904.0,542.5,3210.0,8005.0
2017,1881,Burberry Group,Consumer Durables,United Kingdom,3645.0,371.8,2919.0,9632.0
2019,1961,Burberry Group,Consumer Durables,United Kingdom,3615.0,447.0,2786.0,10743.0
