Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2021,874,Viatris,Drugs & Biotechnology,United States,11944.0,-669.9,61553.0,16175.0
2022,927,Viatris,Drugs & Biotechnology,United States,17855.0,-1269.1,54843.0,12434.0
