Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,374,Icici Bank,Banking,India,9840.0,640,91070.0,29850.0
2009,329,Icici Bank,Banking,India,15060.0,850,120610.0,7140.0
2010,282,Icici Bank,Banking,India,12580.0,700,94640.0,21070.0
2011,288,Icici Bank,Banking,India,13191.0,1041.9,108445.0,25640.0
2012,301,Icici Bank,Banking,India,13923.0,1367.9,119021.0,21060.0
2013,309,Icici Bank,Banking,India,13180.0,1503.0,118047.0,22777.0
