Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2018,1996,Sumec Corporation,Capital Goods,China,11287.0,54.9,6930.0,1205.0
2019,1967,Sumec Corporation,Capital Goods,China,12375.0,69.0,6222.0,1427.0
2021,1997,Sumec Corporation,Conglomerates,China,13013.0,79.2,7075.0,1346.0
2022,1711,Sumec Corporation,Conglomerates,China,26142.0,-60.1,8568.0,1213.0
