Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2012,1922,Alliance Data Systems,Business Services & Supplies,United States,3173.0,315.3,8980.0,6249.0
2013,1434,Alliance Data Systems,Business Services & Supplies,United States,3641.0,422.0,12000.0,7869.0
2014,1147,Alliance Data Systems,Business Services & Supplies,United States,4319.0,496.2,13244.0,14493.0
2015,929,Alliance Data Systems,Business Services & Supplies,United States,5303.0,506.3,20264.0,18634.0
2016,860,Alliance Data Systems,Business Services & Supplies,United States,6515.0,545.3,22399.0,12218.0
2017,902,Alliance Data Systems,Business Services & Supplies,United States,7138.0,432.4,25514.0,14039.0
2018,874,Alliance Data Systems,Business Services & Supplies,United States,7725.0,806.1,29393.0,11526.0
2019,919,Alliance Data Systems,Diversified Financials,United States,7791.0,963.0,30388.0,8617.0
