Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2014,1968,Inotera Memories,Semiconductors,Taiwan,1988.0,714.3,3435.0,4993.0
2015,1348,Inotera Memories,Semiconductors,Taiwan,2725.0,1746.1,4361.0,8580.0
2016,1919,Inotera Memories,Semiconductors,Taiwan,1914.0,569.3,4807.0,5954.0
