Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2021,1990,Pinnacle Bank,Banking,United States,1257.0,312.3,35041.0,7021.0
2022,1972,Pinnacle Bank,Banking,United States,1317.0,531.0,39400.0,6259.0
