Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2020,1923,China Nuclear Engineering Corporation,Construction,China,8719.0,185.4,16872.0,2326.0
2021,1677,China Nuclear Engineering Corporation,Construction,China,10265.0,180.7,21224.0,3355.0
2022,1541,China Nuclear Engineering Corporation,Construction,China,12847.0,222.9,26257.0,3419.0
