Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2012,1476,Great Wall Motor,Consumer Durables,China,4656.0,530.2,4255.0,6727.0
2013,957,Great Wall Motor,Consumer Durables,China,6588.0,902.0,6827.0,14328.0
2014,839,Great Wall Motor,Consumer Durables,China,8907.0,1337.9,8690.0,15355.0
2015,752,Great Wall Motor,Consumer Durables,China,9794.0,1305.6,9889.0,24046.0
2016,796,Great Wall Motor,Consumer Durables,China,11630.0,1284.4,11077.0,10434.0
2017,652,Great Wall Motor,Consumer Durables,China,14213.0,1585.1,13293.0,15179.0
2018,803,Great Wall Motor,Consumer Durables,China,15200.0,789.0,17406.0,13907.0
2019,842,Great Wall Motor,Consumer Durables,China,14444.0,799.0,16284.0,12132.4
2020,1396,Great Wall Motor,Consumer Durables,China,11928.0,441.1,14776.0,6099.0
2021,593,Great Wall Motor,Consumer Durables,China,14625.0,786.6,23550.0,28778.0
2022,765,Great Wall Motor,Consumer Durables,China,20517.0,1043.1,27522.0,13081.0
