Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2021,1514,Indian Railway Finance,Business Services & Supplies,India,1982.0,524.1,36474.0,3823.0
2022,1416,Indian Railway Finance,Business Services & Supplies,India,2546.0,822.3,58035.0,3827.0
