Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1189,Rautaruukki,Materials,Finland,5660.0,670,4180.0,6130.0
2009,1368,Rautaruukki,Materials,Finland,5360.0,570,4150.0,2330.0
