Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,976,Smiths Group,Conglomerates,United Kingdom,4400.0,3520,5470.0,7660.0
2009,1166,Smiths Group,Conglomerates,United Kingdom,4600.0,530,5620.0,4610.0
2010,1241,Smiths Group,Conglomerates,United Kingdom,4460.0,450,4990.0,6180.0
2011,1361,Smiths Group,Conglomerates,United Kingdom,4341.0,485.9,5112.0,8175.0
2012,1429,Smiths Group,Conglomerates,United Kingdom,4667.0,630.2,5667.0,6658.0
2013,1602,Smiths Group,Conglomerates,United Kingdom,4749.0,402.2,5330.0,7815.0
2014,1534,Smiths Group,Conglomerates,United Kingdom,4819.0,484.9,5834.0,8431.0
2016,1875,Smiths Group,Conglomerates,United Kingdom,4341.0,439.7,5966.0,6560.0
2017,1639,Smiths Group,Conglomerates,United Kingdom,4256.0,575.8,5775.0,8007.0
