Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2018,1698,Diamondback Energy,Oil & Gas Operations,United States,1450.0,508.8,8225.0,12210.0
2019,1021,Diamondback Energy,Oil & Gas Operations,United States,2178.0,846.0,21596.0,17635.0
2020,1995,Diamondback Energy,Oil & Gas Operations,United States,3964.0,240.0,23531.0,6871.0
2022,814,Diamondback Energy,Oil & Gas Operations,United States,6797.0,2182.0,22898.0,23082.0
