Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2019,1874,Bureau Veritas,Business Services & Supplies,France,5657.0,392.0,6969.0,10782.0
2020,1830,Bureau Veritas,Business Services & Supplies,France,5708.0,411.8,7913.0,9284.0
