Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1895,Aomori Bank,Banking,Japan,370.0,40,18450.0,670.0
2009,1898,Aomori Bank,Banking,Japan,460.0,10,21400.0,660.0
2010,1917,Aomori Bank,Banking,Japan,440.0,-140,21740.0,520.0
2011,1910,Aomori Bank,Banking,Japan,443.0,23.5,23702.0,659.0
2012,1892,Aomori Bank,Banking,Japan,507.0,28.8,27858.0,640.0
2013,1907,Aomori Bank,Banking,Japan,474.0,42.3,29758.0,657.0
