Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,372,KT,Telecommunications Services,South Korea,19180.0,1400,26120.0,13740.0
2009,384,KT,Telecommunications Services,South Korea,19780.0,1120,25680.0,6680.0
2010,528,KT,Telecommunications Services,South Korea,15750.0,360,20570.0,10010.0
2011,655,KT,Telecommunications services,South Korea,16859.0,424.6,22763.0,9217.0
2012,551,KT,Telecommunications services,South Korea,18977.0,1101.6,27392.0,7479.0
2019,940,KT,Telecommunications Services,South Korea,21317.0,626.0,28848.0,5897.0
2020,981,KT,Telecommunications Services,South Korea,20873.0,530.9,29453.0,4800.0
2021,899,KT,Telecommunications Services,South Korea,20270.0,557.7,30988.0,6163.0
2022,880,KT,Telecommunications Services,South Korea,21742.0,1184.9,31259.0,6889.0
