Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,174,Hutchison Whampoa,Conglomerates,Hong Kong/China,23630.0,2570,84880.0,40660.0
2009,114,Hutchison Whampoa,Conglomerates,Hong Kong/China,28050.0,3920,100240.0,22540.0
2010,128,Hutchison Whampoa,Conglomerates,Hong Kong/China,30380.0,2280,86040.0,30970.0
2011,160,Hutchison Whampoa,Conglomerates,Hong Kong-China,26930.0,1827.2,87276.0,49896.0
2012,164,Hutchison Whampoa,Conglomerates,Hong Kong-China,26911.0,2577.9,90958.0,44734.0
2013,137,Hutchison Whampoa,Conglomerates,Hong Kong-China,31338.0,3368.0,103715.0,45051.0
2014,136,Hutchison Whampoa,Conglomerates,Hong Kong,33034.0,4011.0,105178.0,57764.0
2015,118,Hutchison Whampoa,Conglomerates,Hong Kong,35096.0,8660.1,113920.0,59776.0
