Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2009,1933,Timken,Capital Goods,United States,5660.0,270,4540.0,1180.0
2012,1635,Timken,Capital Goods,United States,5170.0,454.3,4352.0,5291.0
2013,1669,Timken,Capital Goods,United States,4987.0,495.5,4245.0,5521.0
