Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2014,1449,Crown Resorts,Casinos & Gaming,Australia,2801.0,576.2,5795.0,11219.0
2017,1738,Crown Resorts,Casinos & Gaming,Australia,2591.0,819.9,6466.0,6454.0
2018,1681,Crown Resorts,Casinos & Gaming,Australia,2543.0,1338.0,6465.0,6956.0
