Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1648,RHB Capital,Banking,Malaysia,1830.0,210,31470.0,3340.0
2009,1290,RHB Capital,Banking,Malaysia,1740.0,310,30130.0,2170.0
2010,1192,RHB Capital,Banking,Malaysia,1570.0,350,33490.0,3490.0
2011,1097,RHB Capital,Banking,Malaysia,1979.0,460.5,41856.0,5632.0
2012,1119,RHB Capital,Banking,Malaysia,2231.0,473.7,48068.0,5704.0
2013,973,RHB Capital,Banking,Malaysia,2045.0,583.6,61826.0,6753.0
2014,1052,RHB Capital,Banking,Malaysia,3031.0,581.2,58339.0,6560.0
2015,1185,RHB Capital,Banking,Malaysia,3169.0,622.9,62735.0,5794.0
2016,1398,RHB Capital,Banking,Malaysia,,386.6,53736.0,4890.0
