Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,573,General Motors,Consumer Durables,United States,181120.0,-38730,148880.0,13180.0
2009,844,General Motors,Consumer Durables,United States,148980.0,-30860,91050.0,1370.0
2011,61,General Motors,Consumer Durables,United States,135592.0,6172.0,138898.0,49834.0
2012,63,General Motors,Consumer Durables,United States,150276.0,9190.0,144603.0,40037.0
2013,70,General Motors,Consumer Durables,United States,152256.0,6188.0,149422.0,38547.0
2014,67,General Motors,Consumer Durables,United States,155427.0,5346.0,166344.0,54593.0
2015,64,General Motors,Consumer Durables,United States,155929.0,3949.0,177677.0,59036.0
2016,43,General Motors,Consumer Durables,United States,152356.0,9687.0,194520.0,49552.0
2017,40,General Motors,Consumer Durables,United States,166380.0,9427.0,221690.0,50792.0
2018,439,General Motors,Consumer Durables,United States,144421.0,-3182.0,218726.0,51994.0
2019,56,General Motors,Consumer Durables,United States,147049.0,8084.0,227339.0,56802.0
2020,89,General Motors,Consumer Durables,United States,137237.0,6732.0,228037.0,31926.0
2021,47,General Motors,Consumer Durables,United States,122485.0,6427.0,235194.0,84596.0
2022,69,General Motors,Consumer Durables,United States,127004.0,10019.0,244718.0,57888.0
