Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2020,744,Lumen Technologies,Telecommunications Services,United States,22401.0,-5269.0,64742.0,11660.0
2021,805,Lumen Technologies,Telecommunications Services,United States,20712.0,-1232.0,59394.0,14052.0
2022,575,Lumen Technologies,IT Software & Services,United States,19687.0,2033.0,57993.0,11164.0
