Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2017,734,Coca Cola European Partners,"Food, Drink & Tobacco",United Kingdom,10104.0,614.4,19585.0,17869.0
2018,726,Coca Cola European Partners,"Food, Drink & Tobacco",United Kingdom,12902.0,765.9,22361.0,18777.0
2019,621,Coca Cola European Partners,"Food, Drink & Tobacco",United Kingdom,13577.0,1071.0,20824.0,24715.0
2020,610,Coca Cola European Partners,"Food, Drink & Tobacco",United Kingdom,13449.0,1219.5,20974.0,18092.0
2021,727,Coca Cola European Partners,"Food, Drink & Tobacco",United Kingdom,12137.0,577.9,23537.0,24992.0
2022,636,Coca Cola European Partners,"Food, Drink & Tobacco",United Kingdom,16236.0,1150.6,33081.0,23428.0
