Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1171,Petroplus Holdings,Oil & Gas Operations,Switzerland,13910.0,300,7470.0,4580.0
2009,1439,Petroplus Holdings,Oil & Gas Operations,Switzerland,28260.0,-510,6930.0,1080.0
2010,1589,Petroplus Holdings,Oil & Gas Operations,Switzerland,15440.0,-260,6690.0,1320.0
2011,1605,Petroplus Holdings,Oil & Gas Operations,Switzerland,22982.0,-124.5,6770.0,1455.0
2012,1633,Petroplus Holdings,Oil & Gas Operations,Switzerland,22982.0,-124.5,6770.0,80.0
