Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1869,Family Dollar Stores,Retailing,United States,6920.0,240,2610.0,2690.0
2009,1352,Family Dollar Stores,Retailing,United States,7050.0,240,2700.0,3840.0
2010,1300,Family Dollar Stores,Retailing,United States,7470.0,300,2760.0,4530.0
2011,1307,Family Dollar Stores,Retailing,United States,8041.0,364.8,2741.0,6480.0
2012,1324,Family Dollar Stores,Retailing,United States,8699.0,394.5,3121.0,6674.0
2013,1268,Family Dollar Stores,Retailing,United States,9604.0,422.2,3687.0,6881.0
2014,1347,Family Dollar Stores,Retailing,United States,10469.0,441.3,3908.0,6593.0
2015,1552,Family Dollar Stores,Retailing,United States,10546.0,247.9,4032.0,9057.0
