Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,383,Grupo Ferrovial,Construction,Spain,21360.0,1070,73800.0,9240.0
2009,765,Grupo Ferrovial,Construction,Spain,19670.0,-1170,63830.0,3460.0
